Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Loyalty_Level
5709,12,21,4451.914897632414,5,3,5,13,0
5710,195,45,1621.1650356291452,3,5,2,10,1
5711,283,32,4570.374070211891,2,4,5,11,1
5712,182,6,3792.3403521403566,3,1,4,8,2
5713,305,1,2009.9981420014954,1,1,3,5,3
5714,144,21,1664.212936142015,4,3,2,9,2
5715,316,4,4875.962069936644,1,1,5,7,2
5716,182,3,3566.0085459254415,3,1,4,8,2
5717,30,49,1900.2616743082888,5,5,2,12,1
5718,84,30,3213.4996010242176,4,3,4,11,1
5719,166,31,2861.9157331964707,3,4,3,10,1
5720,284,34,2627.454713292764,2,4,3,9,2
5721,281,19,3227.062475071101,2,2,4,8,2
5722,96,20,2692.755347680006,4,2,3,9,2
5723,266,23,3277.403864895039,2,3,4,9,2
5724,298,40,4538.767125495959,1,4,5,10,1
5725,296,25,4966.392191044906,1,3,5,9,2
5726,225,15,3549.3414980065863,2,2,4,8,2
5727,333,38,4639.825800734659,1,4,5,10,1
5728,361,23,4293.467166875941,1,3,5,9,2
5729,42,2,1482.236615926583,5,1,2,8,2
5730,303,15,4665.210835384748,1,2,5,8,2
5731,246,44,363.33691026258117,2,5,1,8,2
5732,208,35,1656.3098870072888,3,4,2,9,2
5733,237,10,3203.325226172952,2,1,4,7,2
5734,22,14,2639.3080750167587,5,2,3,10,1
5735,185,27,2716.637840218519,3,3,3,9,2
5736,242,14,3976.4927657082276,2,2,4,8,2
5737,363,35,981.5713746080995,1,4,1,6,3
5738,283,33,4910.5567947376185,2,4,5,11,1
5739,41,1,2192.9165542128812,5,1,3,9,2
5740,336,34,4749.71789137992,1,4,5,10,1
5741,162,19,1921.748163839195,3,2,2,7,2
5742,160,24,3012.915477569662,3,3,3,9,2
5743,89,42,2257.054241902449,4,5,3,12,1
5744,322,4,3382.916467621332,1,1,4,6,3
5745,12,36,926.2873996270906,5,4,1,10,1
5746,73,13,2009.1363788740198,5,2,2,9,2
5747,76,32,351.22179931608275,4,4,1,9,2
5748,346,9,2994.5260707801676,1,1,3,5,3
5749,201,39,4813.781675959723,3,4,5,12,1
5750,10,16,239.0735106353549,5,2,1,8,2
5751,352,3,3301.553822262817,1,1,4,6,3
5752,226,20,3877.738838551922,2,2,4,8,2
5753,176,10,1073.411036646368,3,1,2,6,3
5754,276,22,1372.6407239090497,2,3,2,7,2
5755,39,48,1015.8896203377764,5,5,1,11,1
5756,60,3,1494.0890570147742,5,1,2,8,2
5757,66,11,559.3119703749371,5,2,1,8,2
5758,321,25,1858.0358777142576,1,3,2,6,3
5759,124,42,1850.9566846188302,4,5,2,11,1
5760,164,48,4038.2646084609905,3,5,5,13,0
5761,159,8,4006.781994847585,3,1,4,8,2
5762,57,9,3985.6495829137302,5,1,4,10,1
5763,78,15,2839.5092069624625,4,2,3,9,2
5764,194,32,1636.1446274630093,3,4,2,9,2
5765,285,3,2060.7129368381643,2,1,3,6,3
5766,15,4,1595.5400887627882,5,1,2,8,2
5767,12,30,2913.8202458537994,5,3,3,11,1
5768,101,13,4690.515815355195,4,2,5,11,1
5769,156,44,1429.638952438014,3,5,2,10,1
5770,340,21,2299.670570054187,1,3,3,7,2
5771,125,41,3279.0334813953073,4,5,4,13,0
5772,359,46,4225.027609859958,1,5,5,11,1
5773,280,19,1274.1362639984145,2,2,2,6,3
5774,110,39,1408.6468553921488,4,4,2,10,1
5775,334,48,4426.976005957122,1,5,5,11,1
5776,357,22,410.48801872915703,1,3,1,5,3
5777,146,20,3031.183553776391,4,2,3,9,2
5778,216,37,4303.6725263189755,3,4,5,12,1
5779,162,31,4609.496324254151,3,4,5,12,1
5780,128,10,73.30939862201512,4,1,1,6,3
5781,314,18,1854.6332276959795,1,2,2,5,3
5782,332,43,1293.7512827440228,1,5,2,8,2
5783,150,39,2844.4826179858687,3,4,3,10,1
5784,36,46,3167.98276130001,5,5,4,14,0
5785,173,20,4998.874643251588,3,2,5,10,1
5786,22,18,2568.684859525639,5,2,3,10,1
5787,206,11,2761.819724898976,3,2,3,8,2
5788,127,22,2077.424403950153,4,3,3,10,1
5789,336,44,746.9094168144926,1,5,1,7,2
5790,356,18,1523.5899550001864,1,2,2,5,3
5791,217,34,1242.4547393780488,3,4,2,9,2
5792,96,23,4008.086259828227,4,3,4,11,1
5793,164,1,2733.623943546039,3,1,3,7,2
5794,148,10,1488.0062147745568,3,1,2,6,3
5795,18,1,2450.573585438581,5,1,3,9,2
5796,294,38,1102.1357666461233,1,4,2,7,2
5797,195,39,933.7844813603575,3,4,1,8,2
5798,151,49,4301.111763837011,3,5,5,13,0
5799,123,9,4724.606163786033,4,1,5,10,1
5800,187,31,409.27289305666955,3,4,1,8,2
5801,149,7,3826.7647088602384,3,1,4,8,2
5802,104,17,2272.024566772178,4,2,3,9,2
5803,243,35,1950.9684901281842,2,4,2,8,2
5804,231,48,3450.162434643627,2,5,4,11,1
5805,206,37,1338.6058898184847,3,4,2,9,2
5806,198,18,112.70031915510104,3,2,1,6,3
5807,337,33,1077.874210621875,1,4,2,7,2
5808,87,4,932.7761327787529,4,1,1,6,3
5809,142,23,179.90641395227698,4,3,1,8,2
5810,317,11,1613.3639259713432,1,2,2,5,3
5811,199,9,2377.847482235558,3,1,3,7,2
5812,46,30,3681.7851982823863,5,3,4,12,1
5813,288,8,1635.0500142080582,2,1,2,5,3
5814,15,40,980.7559256321396,5,4,1,10,1
5815,44,5,1160.7926485754908,5,1,2,8,2
5816,169,12,4456.973625016955,3,2,5,10,1
5817,310,1,1031.5548280226703,1,1,2,4,3
5818,44,15,4397.4109309073865,5,2,5,12,1
5819,98,25,2241.023987484099,4,3,3,10,1
5820,261,18,4672.658157419147,2,2,5,9,2
5821,109,38,2046.3797601604463,4,4,3,11,1
5822,283,42,896.6378396910286,2,5,1,8,2
5823,343,46,2749.659346764575,1,5,3,9,2
5824,104,26,2942.655948216848,4,3,3,10,1
5825,256,40,3181.0916233336156,2,4,4,10,1
5826,206,3,2063.3686251629406,3,1,3,7,2
5827,335,22,252.52069056453098,1,3,1,5,3
5828,43,26,3137.332415518065,5,3,4,12,1
5829,353,19,4665.820469792189,1,2,5,8,2
5830,245,44,4788.217556243594,2,5,5,12,1
5831,287,44,2988.457985626463,2,5,3,10,1
5832,355,47,109.23621959261477,1,5,1,7,2
5833,273,39,539.1320194355733,2,4,1,7,2
5834,83,36,4171.612723589519,4,4,5,13,0
5835,110,21,4150.4247438901775,4,3,5,12,1
5836,190,41,4730.617870289127,3,5,5,13,0
5837,288,48,2823.2343701053974,2,5,3,10,1
5838,251,26,4320.443309397511,2,3,5,10,1
5839,212,13,4126.185759152568,3,2,5,10,1
5840,291,36,2951.2098229734297,2,4,3,9,2
5841,133,24,3920.3513913015977,4,3,4,11,1
5842,201,41,637.2956171172325,3,5,1,9,2
5843,285,26,3199.6217568318,2,3,4,9,2
5844,326,21,4767.7202721225985,1,3,5,9,2
5845,95,18,818.1679172126447,4,2,1,7,2
5846,278,15,3722.7729821820053,2,2,4,8,2
5847,325,15,1610.7211287434893,1,2,2,5,3
5848,219,6,4087.3485793519717,2,1,5,8,2
5849,89,43,3489.0825591912812,4,5,4,13,0
5850,72,31,4631.60954545705,5,4,5,14,0
5851,247,28,3562.5577442725375,2,3,4,9,2
5852,129,8,2057.449868864679,4,1,3,8,2
5853,212,29,64.35374710672569,3,3,1,7,2
5854,343,21,3966.6553148864327,1,3,4,8,2
5855,96,17,2048.2401836104737,4,2,3,9,2
5856,75,49,3356.46413322595,4,5,4,13,0
5857,54,24,534.2817414296097,5,3,1,9,2
5858,344,36,4455.933493129299,1,4,5,10,1
5859,54,31,2183.9324090584605,5,4,3,12,1
5860,218,47,4599.261751705322,2,5,5,12,1
5861,16,34,3538.01699463451,5,4,4,13,0
5862,99,2,616.0966878692856,4,1,1,6,3
5863,20,42,2900.1911009044193,5,5,3,13,0
5864,46,3,4550.5728952295185,5,1,5,11,1
5865,193,30,4001.8530938183226,3,3,4,10,1
5866,58,8,2095.7222338054876,5,1,3,9,2
5867,111,7,4775.771342296996,4,1,5,10,1
5868,129,12,1350.1951421996187,4,2,2,8,2
5869,337,19,1881.7874395583958,1,2,2,5,3
5870,194,26,3751.073724701124,3,3,4,10,1
5871,340,28,1172.1937405054252,1,3,2,6,3
5872,326,15,2581.718605098144,1,2,3,6,3
5873,8,14,3646.65805861973,5,2,4,11,1
5874,29,48,3223.3991530503167,5,5,4,14,0
5875,112,14,785.2958714636314,4,2,1,7,2
5876,161,3,3152.0049774778945,3,1,4,8,2
5877,131,29,2867.8255387374847,4,3,3,10,1
5878,188,6,2793.645676945171,3,1,3,7,2
5879,163,49,4131.975460820859,3,5,5,13,0
5880,197,23,927.6411523998195,3,3,1,7,2
5881,364,28,3760.314275346803,1,3,4,8,2
5882,204,14,3807.0208284980586,3,2,4,9,2
5883,212,14,3616.000743508533,3,2,4,9,2
5884,109,20,2534.7818842590127,4,2,3,9,2
5885,276,13,1983.73835121131,2,2,2,6,3
5886,73,27,1979.439028763669,5,3,2,10,1
5887,167,35,3671.7054825717805,3,4,4,11,1
5888,260,45,2494.504545888528,2,5,3,10,1
5889,243,2,1698.7842839123252,2,1,2,5,3
5890,275,41,3131.093725182555,2,5,4,11,1
5891,102,45,4186.686189910054,4,5,5,14,0
5892,173,40,316.928618429726,3,4,1,8,2
5893,171,48,4860.963419279474,3,5,5,13,0
5894,141,24,492.29317851370257,4,3,1,8,2
5895,188,29,2563.573222307562,3,3,3,9,2
5896,86,3,2805.4456247486028,4,1,3,8,2
5897,52,45,699.6714197531273,5,5,1,11,1
5898,111,4,4578.81282755822,4,1,5,10,1
5899,342,2,2362.620715689545,1,1,3,5,3
5900,43,20,724.1713671573626,5,2,1,8,2
5901,211,15,3560.9458902103765,3,2,4,9,2
5902,200,49,3320.387682760623,3,5,4,12,1
5903,298,32,4814.699193209423,1,4,5,10,1
5904,346,42,2213.1664601918637,1,5,3,9,2
5905,240,1,1346.301906092149,2,1,2,5,3
5906,115,38,309.3700914133578,4,4,1,9,2
5907,26,35,3668.2764101505445,5,4,4,13,0
5908,299,7,3090.215669259808,1,1,4,6,3
5909,77,45,4863.32806615479,4,5,5,14,0
5910,137,13,3563.703249220126,4,2,4,10,1
5911,20,49,4666.475784891698,5,5,5,15,0
5912,211,1,4957.978185950106,3,1,5,9,2
5913,240,14,2147.8714097211023,2,2,3,7,2
5914,39,29,759.9721167126927,5,3,1,9,2
5915,268,3,987.2953767472858,2,1,1,4,3
5916,207,46,1598.6923633304602,3,5,2,10,1
5917,267,24,2549.3898776607016,2,3,3,8,2
5918,154,1,620.8757969878174,3,1,1,5,3
5919,42,48,1515.572180557626,5,5,2,12,1
5920,11,10,1545.8912984407477,5,1,2,8,2
5921,294,13,30.38741827391689,1,2,1,4,3
5922,98,36,1777.3020109352997,4,4,2,10,1
5923,275,9,589.5994784225104,2,1,1,4,3
5924,230,14,2154.259784515322,2,2,3,7,2
5925,220,36,990.718319644708,2,4,1,7,2
5926,65,10,4112.350056069048,5,1,5,11,1
5927,355,40,411.82151034137956,1,4,1,6,3
5928,232,23,4329.6455527768185,2,3,5,10,1
5929,328,35,2906.8278114677455,1,4,3,8,2
5930,52,7,2298.616909359804,5,1,3,9,2
5931,263,42,2753.214161300612,2,5,3,10,1
5932,267,35,1886.7845545965695,2,4,2,8,2
5933,359,2,646.783405909806,1,1,1,3,3
5934,317,15,3831.740280761062,1,2,4,7,2
5935,324,9,4640.278834581113,1,1,5,7,2
5936,154,47,4750.837439368125,3,5,5,13,0
5937,358,17,3356.850416051495,1,2,4,7,2
5938,140,39,2057.633658318169,4,4,3,11,1
5939,51,18,2397.0162117597174,5,2,3,10,1
5940,117,15,3288.258827976685,4,2,4,10,1
5941,46,18,4117.131857376656,5,2,5,12,1
5942,309,24,1879.090016339772,1,3,2,6,3
5943,88,23,4584.738311657745,4,3,5,12,1
5944,208,12,1628.1180531037583,3,2,2,7,2
5945,269,23,2658.990278882749,2,3,3,8,2
5946,89,21,4807.195382177712,4,3,5,12,1
5947,118,26,4691.612587973795,4,3,5,12,1
5948,54,8,3481.7679967434688,5,1,4,10,1
5949,116,30,1629.5553704302936,4,3,2,9,2
5950,118,34,1102.9848155881775,4,4,2,10,1
5951,260,2,409.9153431143857,2,1,1,4,3
5952,75,5,3546.1854796495327,4,1,4,9,2
5953,305,31,2522.218963070158,1,4,3,8,2
5954,7,33,2865.715592781844,5,4,3,12,1
5955,122,4,2367.236947889432,4,1,3,8,2
5956,11,6,2419.9027035314803,5,1,3,9,2
5957,348,23,2860.6553598327764,1,3,3,7,2
5958,215,45,4572.167410818428,3,5,5,13,0
5959,279,19,156.537834345558,2,2,1,5,3
5960,28,43,4010.1675300700804,5,5,4,14,0
5961,235,45,1958.676140185746,2,5,2,9,2
5962,313,8,3727.1720937421687,1,1,4,6,3
5963,26,39,4743.146382929339,5,4,5,14,0
5964,54,13,1538.3720976964123,5,2,2,9,2
5965,29,1,456.87763735155664,5,1,1,7,2
5966,353,6,1169.1691972114788,1,1,2,4,3
5967,164,7,1118.2432272516874,3,1,2,6,3
5968,270,48,3711.8285931266673,2,5,4,11,1
5969,334,27,318.67232680833564,1,3,1,5,3
5970,35,15,264.1585634801115,5,2,1,8,2
5971,286,34,3471.1068864743415,2,4,4,10,1
5972,348,23,2788.0312275313586,1,3,3,7,2
5973,273,48,2094.660048767585,2,5,3,10,1
5974,208,49,2881.088350815455,3,5,3,11,1
5975,238,24,3678.8870507835086,2,3,4,9,2
5976,93,15,526.3221498068287,4,2,1,7,2
5977,173,35,2770.8992157449034,3,4,3,10,1
5978,79,4,4123.839996242384,4,1,5,10,1
5979,110,44,1818.5215611857786,4,5,2,11,1
5980,217,37,3817.459758236969,3,4,4,11,1
5981,358,17,4228.64998734108,1,2,5,8,2
5982,106,31,4106.436667182468,4,4,5,13,0
5983,47,38,3255.2784459094473,5,4,4,13,0
5984,181,10,3589.5491467983284,3,1,4,8,2
5985,64,27,3940.4991517667568,5,3,4,12,1
5986,246,42,3671.209454393184,2,5,4,11,1
5987,244,6,2263.8840098100277,2,1,3,6,3
5988,320,6,804.0135049310582,1,1,1,3,3
5989,87,15,1555.5556934287808,4,2,2,8,2
5990,217,4,1044.1603455878703,3,1,2,6,3
5991,7,48,1813.606330081761,5,5,2,12,1
5992,278,40,2451.762090110317,2,4,3,9,2
5993,337,7,4795.642891953888,1,1,5,7,2
5994,210,49,4797.71934699642,3,5,5,13,0
5995,169,45,3850.2467193751145,3,5,4,12,1
5996,330,47,4900.900038933069,1,5,5,11,1
5997,138,26,4990.098920964051,4,3,5,12,1
5998,306,31,4427.431171515231,1,4,5,10,1
5999,230,2,406.72288019862884,2,1,1,4,3
6000,308,28,2135.960076286667,1,3,3,7,2
6001,161,42,2675.258705316457,3,5,3,11,1
6002,1,13,629.1721022220808,5,2,1,8,2
6003,236,18,4045.066829943194,2,2,5,9,2
6004,188,30,751.9302405944167,3,3,1,7,2
6005,4,11,1922.8105892109897,5,2,2,9,2
6006,132,13,353.8717778401279,4,2,1,7,2
6007,218,24,2627.719508913628,2,3,3,8,2
6008,260,29,2989.236819705073,2,3,3,8,2
6009,1,5,3678.532482301791,5,1,4,10,1
6010,71,35,1703.9128285279355,5,4,2,11,1
6011,178,19,2956.752183019873,3,2,3,8,2
6012,189,13,3673.3952249057547,3,2,4,9,2
6013,291,5,3812.55539306102,2,1,4,7,2
6014,8,44,1515.192813785685,5,5,2,12,1
6015,253,14,347.84261158884397,2,2,1,5,3
6016,292,38,197.72119298225576,1,4,1,6,3
6017,244,22,3842.6208206159927,2,3,4,9,2
6018,123,9,1933.3401967344164,4,1,2,7,2
6019,299,49,678.3738873887241,1,5,1,7,2
6020,283,40,930.5997882511483,2,4,1,7,2
6021,32,26,3833.090869267586,5,3,4,12,1
6022,334,45,2998.520983446917,1,5,3,9,2
6023,146,5,2512.0017991562186,4,1,3,8,2
6024,156,29,3118.8078522664177,3,3,4,10,1
6025,16,22,696.1227752455462,5,3,1,9,2
6026,355,49,1602.0207921216836,1,5,2,8,2
6027,47,3,1876.57695175151,5,1,2,8,2
6028,251,28,1579.3438692051461,2,3,2,7,2
6029,187,38,4323.437397553332,3,4,5,12,1
6030,31,14,2911.29151181656,5,2,3,10,1
6031,260,47,3649.3138233446293,2,5,4,11,1
6032,17,14,1191.1633884797257,5,2,2,9,2
6033,39,43,1327.7294461057945,5,5,2,12,1
6034,304,11,1134.42655555995,1,2,2,5,3
6035,39,9,3443.018092451332,5,1,4,10,1
6036,132,38,1751.7145684956868,4,4,2,10,1
6037,30,47,2031.3698206967738,5,5,3,13,0
6038,158,44,3548.5168231159164,3,5,4,12,1
6039,278,6,4859.275522397195,2,1,5,8,2
6040,203,1,817.7578155292567,3,1,1,5,3
6041,66,25,322.7545784916691,5,3,1,9,2
6042,108,16,982.2812005176299,4,2,1,7,2
6043,268,15,3677.4538179667584,2,2,4,8,2
6044,222,34,981.1901823345914,2,4,1,7,2
6045,292,17,2925.918489098183,1,2,3,6,3
6046,18,3,2955.6795171299204,5,1,3,9,2
6047,90,3,1479.1712704824345,4,1,2,7,2
6048,181,37,352.9441365843773,3,4,1,8,2
6049,255,17,2002.0105820835074,2,2,2,6,3
6050,253,49,942.0592570601127,2,5,1,8,2
6051,257,38,930.5213192299551,2,4,1,7,2
6052,346,1,2617.7184664334172,1,1,3,5,3
6053,87,7,3368.87447910779,4,1,4,9,2
6054,90,26,386.32111080997475,4,3,1,8,2
6055,237,47,2895.8237792260793,2,5,3,10,1
6056,70,39,1238.546200807819,5,4,2,11,1
6057,44,19,3369.757324488217,5,2,4,11,1
6058,200,30,4052.97702264981,3,3,5,11,1
6059,152,43,4036.9980419727603,3,5,5,13,0
6060,86,14,1855.608177621264,4,2,2,8,2
6061,19,13,2840.675672648946,5,2,3,10,1
6062,101,20,3970.5389673485274,4,2,4,10,1
6063,95,26,313.4432047875812,4,3,1,8,2
6064,254,27,3032.065437500087,2,3,3,8,2
6065,357,25,4184.244699283984,1,3,5,9,2
6066,30,9,1868.0614195286169,5,1,2,8,2
6067,249,41,2282.486488766621,2,5,3,10,1
6068,33,48,3496.653062111156,5,5,4,14,0
6069,229,12,348.7447122098369,2,2,1,5,3
6070,12,10,1934.3234424989214,5,1,2,8,2
6071,118,6,1485.5967434170063,4,1,2,7,2
6072,350,34,94.80130543978272,1,4,1,6,3
6073,155,41,987.9035795539678,3,5,1,9,2
6074,246,19,1985.4589922883579,2,2,2,6,3
6075,332,6,995.1692549188489,1,1,1,3,3
6076,247,2,3015.9676077908366,2,1,3,6,3
6077,29,15,2248.7765106081815,5,2,3,10,1
6078,161,17,207.01166091919015,3,2,1,6,3
6079,235,16,1382.4509189194596,2,2,2,6,3
6080,190,28,107.18908419227799,3,3,1,7,2
6081,117,21,1797.094547673435,4,3,2,9,2
6082,271,8,1302.9589885517094,2,1,2,5,3
6083,258,10,3444.0520430206234,2,1,4,7,2
6084,180,10,1543.960558726696,3,1,2,6,3
6085,172,10,1882.0417362759763,3,1,2,6,3
6086,274,9,3629.416319997411,2,1,4,7,2
6087,259,28,2409.779202784178,2,3,3,8,2
6088,135,24,2786.707349193241,4,3,3,10,1
6089,171,19,4208.3198520997685,3,2,5,10,1
6090,210,33,1042.3726442322682,3,4,2,9,2
6091,236,4,4946.0357873526755,2,1,5,8,2
6092,186,3,4501.524408283566,3,1,5,9,2
6093,364,42,1439.8986147192945,1,5,2,8,2
6094,95,12,4465.762703926594,4,2,5,11,1
6095,11,18,3772.2412299010994,5,2,4,11,1
6096,68,23,4654.474795091137,5,3,5,13,0
6097,210,20,3458.7645887474714,3,2,4,9,2
6098,196,6,3375.6421410909516,3,1,4,8,2
6099,98,34,27.287401396681275,4,4,1,9,2
6100,93,42,2378.3115280885313,4,5,3,12,1
6101,22,2,1009.3403448303309,5,1,1,7,2
6102,172,30,1627.1664812533465,3,3,2,8,2
6103,134,9,4894.290013641744,4,1,5,10,1
6104,25,27,436.6547695526215,5,3,1,9,2
6105,185,42,3615.207487564425,3,5,4,12,1
6106,85,34,872.9947609356574,4,4,1,9,2
6107,55,40,46.93268409,5,4,1,10,1
6108,251,24,2512.079357151023,2,3,3,8,2
6109,144,49,814.4643408108685,4,5,1,10,1
6110,351,17,4827.67661734807,1,2,5,8,2
6111,167,29,1026.4467181753878,3,3,2,8,2
6112,224,36,968.2560174339907,2,4,1,7,2
6113,220,12,170.51295405758236,2,2,1,5,3
6114,179,31,1655.7999970077674,3,4,2,9,2
6115,119,49,130.31725789570567,4,5,1,10,1
6116,265,9,2499.444309863204,2,1,3,6,3
6117,150,19,2532.99710770877,3,2,3,8,2
6118,215,46,275.6840024492899,3,5,1,9,2
6119,197,46,1207.910762167207,3,5,2,10,1
6120,42,17,4162.211360870315,5,2,5,12,1
6121,53,2,2318.0984168975788,5,1,3,9,2
6122,330,40,2178.7041075130005,1,4,3,8,2
6123,251,5,3496.896967335373,2,1,4,7,2
6124,295,39,3577.2608980114687,1,4,4,9,2
6125,271,48,3812.1933779704755,2,5,4,11,1
6126,123,16,4154.10680218011,4,2,5,11,1
6127,339,17,1168.9307255478236,1,2,2,5,3
6128,266,27,341.2392303239616,2,3,1,6,3
6129,348,7,1907.5217442804715,1,1,2,4,3
6130,29,8,4276.93857400953,5,1,5,11,1
6131,35,8,399.3630347849842,5,1,1,7,2
6132,6,23,2884.009456026721,5,3,3,11,1
6133,111,32,3508.4039162155527,4,4,4,12,1
6134,294,43,2412.221994278663,1,5,3,9,2
6135,77,47,1283.325463596974,4,5,2,11,1
6136,349,18,1638.2843142985812,1,2,2,5,3
6137,147,38,367.5439689380945,3,4,1,8,2
6138,67,12,1469.9919012200137,5,2,2,9,2
6139,8,15,231.44625773075876,5,2,1,8,2
6140,122,28,3634.3617406885032,4,3,4,11,1
6141,340,38,4490.996439773315,1,4,5,10,1
6142,175,31,3171.2305109834288,3,4,4,11,1
6143,179,9,3286.9490824366017,3,1,4,8,2
6144,85,8,2365.9902623305275,4,1,3,8,2
6145,45,46,788.6218815334893,5,5,1,11,1
6146,136,19,48.54845485431455,4,2,1,7,2
6147,343,8,1726.4402280767497,1,1,2,4,3
6148,16,34,3759.9279012810707,5,4,4,13,0
6149,333,4,4802.553580784752,1,1,5,7,2
6150,195,31,2161.1137794520764,3,4,3,10,1
6151,9,38,1833.3011515443297,5,4,2,11,1
6152,316,3,2235.332946593592,1,1,3,5,3
6153,334,35,2144.5967300629236,1,4,3,8,2
6154,333,19,3133.1403666632386,1,2,4,7,2
6155,327,43,3673.3955115194854,1,5,4,10,1
6156,15,29,3926.9405360403553,5,3,4,12,1
6157,327,10,3251.527999079392,1,1,4,6,3
6158,102,12,2194.242554348916,4,2,3,9,2
6159,226,46,4751.017740202177,2,5,5,12,1
6160,278,30,3557.9882848926186,2,3,4,9,2
6161,113,30,2139.023623822426,4,3,3,10,1
6162,1,18,2238.443067706567,5,2,3,10,1
6163,266,24,4091.724441145787,2,3,5,10,1
6164,208,32,2208.2990297349643,3,4,3,10,1
6165,110,9,2586.205377667665,4,1,3,8,2
6166,200,47,1464.845936678924,3,5,2,10,1
6167,306,24,4196.18502108764,1,3,5,9,2
6168,12,26,2616.2045467135667,5,3,3,11,1
6169,345,3,2767.1543325632447,1,1,3,5,3
6170,188,23,4404.57025953986,3,3,5,11,1
6171,154,11,4603.381166557576,3,2,5,10,1
6172,334,10,4122.727045365935,1,1,5,7,2
6173,279,36,336.19836075676886,2,4,1,7,2
6174,171,13,2223.1104178827713,3,2,3,8,2
6175,134,29,1723.2213863706029,4,3,2,9,2
6176,25,38,1075.4387588323025,5,4,2,11,1
6177,18,13,4545.679840470471,5,2,5,12,1
6178,190,26,4451.444101989374,3,3,5,11,1
6179,141,20,2331.836437583421,4,2,3,9,2
6180,43,5,681.4586448575889,5,1,1,7,2
6181,334,20,76.69444545561939,1,2,1,4,3
6182,284,14,2197.9507320184457,2,2,3,7,2
6183,146,45,209.37619138198005,4,5,1,10,1
6184,315,14,3051.684150179603,1,2,4,7,2
6185,319,8,3045.9602656915445,1,1,4,6,3
6186,92,48,4495.707845108067,4,5,5,14,0
6187,179,13,958.3451501638895,3,2,1,6,3
6188,56,24,1863.2572696435846,5,3,2,10,1
6189,155,15,4299.131490033551,3,2,5,10,1
6190,160,1,2376.739547425674,3,1,3,7,2
6191,111,22,308.0192119700017,4,3,1,8,2
6192,137,34,562.8117188616876,4,4,1,9,2
6193,232,40,4069.138312176471,2,4,5,11,1
6194,220,3,3721.0501758422797,2,1,4,7,2
6195,68,26,4380.648770662291,5,3,5,13,0
6196,302,14,603.1172178866274,1,2,1,4,3
6197,249,41,3804.479551544672,2,5,4,11,1
6198,323,8,3278.9707811413637,1,1,4,6,3
6199,6,49,1169.1432732938035,5,5,2,12,1
6200,280,16,4869.782883922499,2,2,5,9,2
6201,94,42,2856.070547564643,4,5,3,12,1
6202,269,21,4535.321097231706,2,3,5,10,1
6203,197,10,4296.874739692862,3,1,5,9,2
6204,25,25,1672.2960480078318,5,3,2,10,1
6205,148,38,2684.424741314198,3,4,3,10,1
6206,118,22,2162.5278140293117,4,3,3,10,1
6207,338,49,3548.2970755977776,1,5,4,10,1
6208,338,48,2944.3296026717044,1,5,3,9,2
6209,66,47,3926.419129855834,5,5,4,14,0
6210,301,46,68.64377539394285,1,5,1,7,2
6211,175,4,3442.0883744586467,3,1,4,8,2
6212,319,4,1602.1351245460783,1,1,2,4,3
6213,76,30,1128.8684780481956,4,3,2,9,2
6214,114,2,4008.1944181297745,4,1,4,9,2
6215,111,29,455.21384382904506,4,3,1,8,2
6216,249,43,1150.0156250447146,2,5,2,9,2
6217,203,36,1026.6343620878931,3,4,2,9,2
6218,147,21,2104.9289708479123,3,3,3,9,2
6219,35,21,1618.4605549407324,5,3,2,10,1
6220,309,48,3605.136902377254,1,5,4,10,1
6221,26,21,3499.855704201368,5,3,4,12,1
6222,238,4,1634.0997466191345,2,1,2,5,3
6223,14,1,2190.534072967518,5,1,3,9,2
6224,45,26,1047.4618390570672,5,3,2,10,1
6225,216,2,3357.4661534763904,3,1,4,8,2
6226,233,9,1987.151473261552,2,1,2,5,3
6227,193,45,672.8022611666545,3,5,1,9,2
6228,51,18,645.0548046384412,5,2,1,8,2
6229,214,48,1618.3801853216657,3,5,2,10,1
6230,151,48,3739.151892894617,3,5,4,12,1
6231,275,42,137.2666372961869,2,5,1,8,2
6232,338,41,1296.295718982582,1,5,2,8,2
6233,76,11,820.8059328548989,4,2,1,7,2
6234,220,25,4782.824328315019,2,3,5,10,1
6235,348,26,3529.3552038154216,1,3,4,8,2
6236,187,36,1173.8310937535414,3,4,2,9,2
6237,289,42,1045.2283213266112,2,5,2,9,2
6238,28,35,4291.57242148251,5,4,5,14,0
6239,180,38,959.2312151179013,3,4,1,8,2
6240,253,3,4985.325408984162,2,1,5,8,2
6241,126,41,1418.6925688568845,4,5,2,11,1
6242,177,35,430.82024719897953,3,4,1,8,2
6243,37,40,3457.800051144122,5,4,4,13,0
6244,99,22,3052.117534995027,4,3,4,11,1
6245,98,8,4999.112605153669,4,1,5,10,1
6246,127,15,4012.407864416156,4,2,4,10,1
6247,168,45,2149.894300334863,3,5,3,11,1
6248,80,7,3386.2911263337874,4,1,4,9,2
6249,294,19,4091.0687734807266,1,2,5,8,2
6250,333,40,2573.495361962043,1,4,3,8,2
6251,126,42,1371.6285391687059,4,5,2,11,1
6252,343,17,1058.4271550089845,1,2,2,5,3
6253,310,1,1483.454368701936,1,1,2,4,3
6254,150,45,4241.863220532327,3,5,5,13,0
6255,16,29,1908.357538718789,5,3,2,10,1
6256,28,13,1440.454151245924,5,2,2,9,2
6257,173,48,4031.3772666974546,3,5,5,13,0
