price,cost,sales,profitable
32.42,27.63,737,1
40.23,35.5,709,1
35.28,33.52,677,1
27.38,35.22,311,0
37.33,41.14,477,0
42.08,25.03,481,1
15.11,35.14,761,0
20.13,36.87,113,0
15.07,42.86,431,0
25.35,33.52,512,0
44.83,40.7,78,0
20.53,8.8,547,1
21.85,10.04,377,1
43.72,11.33,58,1
28.19,10.79,270,1
29.1,8.5,584,1
43.74,9.9,549,1
27.07,44.84,360,0
35.67,15.89,893,1
8.85,24.12,973,0
13.04,37.86,480,0
23.2,9.73,285,1
27.27,17.69,704,1
48.46,11.37,291,1
48.68,7.5,619,1
43.3,43.43,707,1
19.2,39.33,473,0
48.38,40.17,195,1
36.02,39.75,507,1
22.68,11.18,56,1
36.58,36.4,691,1
5.74,34.11,771,0
11.58,42.02,283,0
42.34,13.77,868,1
34.05,21.56,980,1
21.39,16.8,919,1
27.53,15.32,955,1
45.73,31.1,581,1
33.42,11.56,618,1
22.92,23.59,702,1
10.41,30.87,678,0
18.22,10.21,585,1
49.03,15.28,987,1
24.68,43.69,164,0
26.23,36.82,863,0
27.44,32.08,380,1
44.78,39.24,938,1
32.18,5.56,453,1
36.22,5.24,833,1
22.52,11.16,596,1
6.31,24.81,510,0
46.89,27.8,799,1
47.71,9.55,314,1
47.71,7.89,469,1
47.47,38.13,423,1
41.69,23.58,63,1
35.81,44.7,988,0
43.0,14.17,125,1
32.02,30.89,584,0
11.05,37.18,226,0
22.6,39.91,529,0
48.71,17.25,562,1
20.8,12.73,257,1
44.05,14.04,611,1
9.19,31.67,107,0
20.04,25.89,252,0
20.79,28.96,334,0
7.32,5.82,51,1
10.36,20.64,705,0
13.69,17.41,129,0
42.7,39.55,204,1
7.85,36.05,469,0
18.44,22.18,786,0
5.46,30.22,203,0
36.3,6.91,124,1
32.91,30.49,312,1
34.02,8.89,727,1
21.85,33.56,855,0
14.37,27.95,714,0
37.41,17.02,741,1
41.5,19.83,489,1
11.24,8.6,355,1
26.91,17.91,505,1
16.19,43.67,363,0
12.56,24.45,397,0
38.04,23.97,823,1
29.21,30.17,153,1
14.73,24.38,846,0
18.95,19.22,756,1
48.5,10.58,85,1
43.19,30.21,311,1
44.6,34.96,290,1
25.7,41.92,946,0
33.07,5.12,128,1
21.95,7.67,206,1
8.5,40.98,384,0
23.05,30.25,61,0
31.73,43.32,873,0
17.92,22.23,945,0
43.16,21.67,567,1
11.8,18.77,817,0
21.52,10.71,620,1
10.62,20.15,997,0
23.22,5.59,86,1
6.78,25.37,632,0
17.26,38.89,153,0
23.03,17.85,731,1
26.52,8.79,88,1
29.47,43.95,216,0
17.37,10.16,616,1
28.54,26.15,735,1
27.91,37.37,501,0
19.23,15.09,614,1
42.36,38.66,571,1
29.55,27.28,126,0
19.95,18.28,824,1
47.63,39.63,980,1
43.03,29.88,374,1
49.22,29.62,387,1
36.15,25.16,56,1
22.02,15.99,983,1
17.64,17.19,569,1
34.85,8.52,920,1
49.14,14.75,805,1
33.2,16.11,942,1
44.67,7.35,166,1
19.81,9.41,988,1
23.31,15.81,859,1
45.78,32.09,203,1
39.06,12.37,311,1
49.16,25.87,899,1
39.86,25.32,875,1
25.18,38.36,407,0
28.9,29.37,59,1
45.52,41.68,378,1
29.82,30.12,921,0
16.49,6.02,317,1
24.6,20.26,78,1
28.23,32.96,454,0
9.35,24.0,70,0
38.47,21.78,908,1
9.92,31.86,347,0
23.22,16.43,893,1
41.21,41.36,334,0
26.04,21.53,815,1
42.89,30.25,651,1
20.38,44.29,291,0
48.09,36.42,651,1
14.43,26.26,932,0
6.72,39.38,653,0
44.26,27.42,575,1
38.85,22.67,670,1
15.44,39.94,714,0
49.31,6.09,728,1
27.6,21.3,620,1
47.8,18.72,249,1
27.73,33.56,751,0
26.23,5.5,512,1
25.21,31.43,204,0
20.07,18.85,410,0
29.02,8.92,694,1
25.36,44.21,181,0
6.65,13.49,741,0
16.72,18.97,390,0
14.59,13.28,806,0
44.03,31.48,389,1
31.95,36.3,311,0
39.37,39.43,334,0
48.06,17.44,744,1
33.98,25.98,665,1
49.22,31.53,628,1
19.03,30.18,597,0
13.38,33.64,450,0
23.15,35.79,418,0
26.19,8.9,86,1
45.29,11.73,226,1
30.2,34.37,138,1
18.15,24.07,797,0
38.42,22.08,497,1
27.76,23.22,234,1
12.3,19.88,710,0
30.96,28.64,755,1
46.01,17.93,810,1
42.92,30.47,936,1
31.41,13.11,60,1
21.97,35.31,407,0
8.91,36.26,194,0
26.13,28.14,878,0
38.84,19.77,718,1
21.21,5.58,126,1
15.6,9.86,198,1
46.91,8.19,406,1
41.97,5.41,886,1
33.72,33.89,612,1
11.16,43.24,845,0
11.52,5.45,704,1
9.64,9.51,53,1
32.73,39.43,727,0
10.2,32.54,500,0
42.92,21.19,553,1
49.68,44.71,718,0
21.49,27.94,828,0
25.42,31.78,484,0
37.03,31.13,725,1
47.17,13.91,167,1
45.23,24.52,152,1
7.59,13.66,532,0
12.61,25.38,106,0
38.96,6.23,438,1
36.0,20.28,833,1
10.99,19.89,902,0
27.59,16.67,714,1
40.14,8.17,847,1
14.85,35.84,100,0
44.21,21.82,291,1
7.38,37.56,820,0
40.2,38.43,470,1
32.71,13.54,120,1
19.18,21.85,408,0
37.44,33.84,52,1
40.21,24.98,747,1
47.03,39.2,154,1
21.55,27.86,633,0
35.87,30.18,710,1
32.12,36.48,963,0
28.63,9.89,491,1
45.07,28.37,59,1
5.14,8.42,581,0
17.7,15.42,729,1
29.22,13.5,537,1
13.02,27.68,162,0
45.85,38.76,78,1
34.14,10.31,674,1
26.5,35.74,399,0
41.66,10.72,213,1
25.29,12.59,81,1
30.14,41.68,375,0
5.12,5.39,686,0
21.46,12.89,964,1
11.25,13.62,400,0
36.04,16.28,914,1
26.56,19.54,501,1
18.58,9.13,892,1
26.05,23.74,189,1
14.43,20.97,86,0
46.63,30.0,735,1
7.43,39.7,80,0
43.94,16.91,962,1
28.01,26.86,693,1
32.85,19.86,704,1
18.62,6.61,279,1
48.5,37.84,734,1
17.68,30.37,189,0
31.5,5.09,635,1
49.7,14.98,311,1
44.65,17.36,199,1
29.13,37.46,879,0
49.57,35.43,346,1
36.56,20.85,961,1
14.39,11.29,792,1
23.25,20.44,223,1
20.05,37.41,495,0
20.48,23.1,491,0
39.22,9.63,981,1
31.29,6.54,948,1
6.71,18.33,78,0
44.49,10.93,692,1
18.36,34.8,868,0
49.87,16.15,315,1
47.94,40.1,607,1
47.32,29.69,785,1
41.5,20.75,646,1
14.93,29.4,183,0
28.97,16.81,157,1
15.09,10.65,721,1
16.69,43.57,669,0
32.49,27.53,781,1
6.84,5.29,245,1
48.63,17.41,271,1
46.34,11.38,923,1
22.13,15.33,560,1
28.19,7.23,494,1
25.98,14.8,258,1
44.7,32.32,881,1
35.99,37.82,552,0
17.52,18.9,781,0
25.11,25.9,600,1
24.3,6.67,891,1
48.17,8.63,562,1
12.89,27.08,740,0
9.03,38.62,656,0
44.63,8.52,299,1
45.35,21.74,785,1
44.23,43.82,871,0
27.99,34.55,453,0
34.69,12.9,398,1
30.35,16.41,342,1
8.13,42.92,170,0
31.81,13.84,747,1
5.61,22.64,266,0
19.62,19.22,562,1
46.95,24.6,615,1
18.68,14.46,531,1
47.29,31.73,136,1
16.26,14.38,526,1
19.16,29.08,675,0
33.28,19.31,958,1
39.27,15.06,307,1
27.56,32.8,601,0
44.7,43.61,556,0
6.81,39.78,489,0
46.5,8.47,374,1
13.83,23.18,71,0
44.79,32.79,108,1
23.04,27.5,872,0
42.47,34.05,320,1
35.22,44.0,170,0
12.92,18.69,766,0
46.31,35.83,168,1
16.05,8.76,207,1
15.99,39.79,714,0
41.64,36.14,390,1
9.76,25.84,898,0
14.99,37.84,472,0
27.67,31.66,83,1
42.37,27.09,538,1
11.64,42.84,659,0
29.65,10.21,226,1
37.01,44.72,998,0
43.73,11.18,599,1
47.1,24.21,611,1
40.31,14.26,748,1
34.38,15.88,551,1
24.51,30.27,535,0
10.04,6.39,623,1
36.94,42.63,715,0
49.67,16.18,627,1
38.15,15.9,915,1
5.75,39.54,151,0
27.33,35.59,794,0
32.66,31.87,559,0
36.04,10.85,239,1
37.39,35.78,661,1
30.11,19.43,923,1
15.05,44.76,869,0
47.4,31.85,239,1
36.35,38.44,787,1
15.66,34.35,926,0
19.5,28.77,373,0
46.49,33.65,892,1
44.94,28.9,987,1
23.23,7.05,190,1
6.72,18.82,664,0
7.18,17.66,981,0
17.78,33.56,935,0
33.31,28.05,502,1
31.29,29.42,920,1
33.52,38.88,124,1
37.28,26.01,332,1
5.86,13.73,308,0
9.73,5.5,428,1
21.18,11.38,478,1
11.97,6.22,687,1
8.39,14.48,340,0
33.84,30.4,726,1
41.69,11.06,959,1
38.87,8.28,846,1
41.77,43.83,805,0
34.96,44.88,918,0
38.09,30.48,944,1
17.23,9.34,623,1
49.69,37.86,770,1
13.24,26.57,447,0
14.65,12.28,464,1
18.0,28.03,865,0
48.89,6.58,549,1
49.47,43.9,855,1
40.77,38.04,744,1
33.31,15.43,553,1
28.4,21.76,54,1
48.68,20.81,451,1
36.3,39.46,899,0
47.51,19.19,704,1
19.24,6.92,484,1
20.02,13.59,117,1
43.46,13.62,791,1
11.74,42.97,486,0
47.57,41.96,934,1
27.84,17.02,538,1
46.69,5.11,314,1
20.16,25.68,812,0
37.22,36.89,429,1
26.73,15.74,452,1
33.21,22.56,458,1
27.7,11.91,738,1
48.52,18.1,261,1
36.14,35.35,639,1
16.31,22.13,953,0
45.94,22.89,506,1
18.23,36.58,326,0
21.72,35.52,147,0
9.6,12.49,985,0
45.5,21.61,362,1
17.88,38.95,295,0
16.65,23.27,108,0
46.41,31.47,410,1
41.25,17.24,254,1
11.35,7.38,971,1
39.62,11.6,731,1
46.09,21.07,937,1
8.53,19.14,158,0
42.13,40.83,236,0
29.63,26.82,278,0
35.11,30.09,207,1
27.18,32.55,736,0
36.4,26.27,110,1
6.53,35.79,261,0
39.32,36.32,184,1
6.5,19.06,359,0
25.49,8.39,797,1
11.79,44.45,69,0
42.06,30.7,321,1
19.11,33.36,563,0
25.43,35.27,955,0
24.29,29.52,282,0
39.76,23.84,805,1
26.65,44.39,660,0
40.5,34.11,220,1
8.31,38.83,205,0
13.62,22.59,315,0
29.82,41.19,766,0
47.62,34.29,583,1
8.36,34.85,979,0
6.94,8.48,193,0
12.04,29.7,121,0
33.85,18.41,810,1
22.95,31.76,123,0
42.15,27.73,616,1
8.24,9.45,497,0
13.84,26.2,910,0
18.5,23.05,418,0
33.2,36.06,931,0
35.83,25.11,421,1
10.59,24.25,998,0
47.47,33.78,731,1
20.35,31.74,463,0
37.09,44.67,877,0
28.59,19.08,685,1
15.02,32.53,777,0
43.08,11.69,819,1
41.82,37.18,851,1
22.82,36.45,91,0
31.49,34.03,838,1
16.6,9.76,339,1
36.04,44.5,337,0
18.91,42.7,975,0
42.98,19.8,369,1
14.78,28.09,895,0
5.67,40.56,836,0
17.08,24.79,847,0
13.6,28.97,235,0
27.87,29.13,474,0
14.17,30.97,332,0
39.34,28.02,321,1
15.86,21.24,586,0
36.81,26.58,167,1
31.03,39.86,138,0
49.38,39.56,905,1
50.0,35.9,500,1
44.13,21.56,393,1
39.2,36.44,572,1
22.39,20.51,721,1
38.9,31.56,392,1
48.05,27.7,381,1
6.05,17.0,554,0
29.21,23.12,152,1
14.81,38.21,214,0
30.1,41.51,357,0
25.99,13.21,211,1
30.91,23.25,134,1
29.79,22.34,267,1
48.2,24.56,405,1
29.85,44.07,290,0
43.08,25.75,483,1
19.39,38.2,556,0
24.71,31.56,979,0
26.17,9.29,442,1
17.54,32.83,859,0
22.09,30.88,344,0
31.93,35.34,79,0
31.11,7.98,436,1
33.64,14.65,675,1
20.83,35.77,169,0
19.21,19.82,429,1
32.52,41.43,691,0
10.98,25.71,942,0
16.39,5.04,426,1
6.9,32.95,756,0
8.27,25.54,640,0
15.95,17.68,538,1
5.88,5.82,682,0
16.04,12.95,540,1
34.47,11.46,706,1
7.75,28.31,752,0
24.65,35.78,692,0
46.09,14.38,632,1
40.61,32.91,144,1
18.74,40.99,827,0
46.62,29.86,164,1
19.83,36.03,916,0
8.26,13.17,104,0
49.73,8.0,808,1
44.15,19.62,709,1
25.97,33.36,690,0
34.99,32.44,603,1
35.21,43.2,830,0
13.75,30.2,57,0
14.0,21.45,329,0
26.13,36.89,839,0
46.02,11.12,524,1
5.45,37.52,736,0
40.21,19.64,594,1
7.59,11.16,877,0
26.52,11.49,587,1
33.7,44.34,221,0
35.9,29.93,436,1
7.63,11.97,109,0
23.84,15.74,151,1
31.27,19.88,699,1
7.97,7.24,951,1
11.08,9.34,322,1
34.86,35.47,236,1
28.47,36.47,952,0
12.28,44.53,447,0
29.09,7.7,403,1
46.07,40.57,681,1
5.7,17.69,799,0
33.92,18.11,978,1
8.31,10.09,387,0
5.29,44.45,503,0
11.78,44.24,323,0
24.03,39.59,399,0
41.11,8.63,970,1
17.68,38.67,287,0
33.16,30.38,244,1
23.5,10.15,479,1
15.54,15.47,502,1
28.14,32.57,287,0
40.89,37.14,932,1
42.46,38.92,985,1
43.09,26.75,491,1
20.24,26.38,822,0
40.71,32.37,635,1
14.55,36.11,606,0
38.23,11.82,791,1
47.68,34.59,999,1
5.62,18.67,645,0
24.82,20.35,625,1
34.15,8.11,411,1
36.58,28.54,766,1
12.92,8.74,172,1
48.75,41.53,229,1
32.69,29.84,539,1
12.4,44.61,562,0
5.92,14.83,783,0
40.25,32.18,533,1
8.59,43.58,222,0
11.35,16.94,151,0
30.87,8.85,634,1
32.16,30.36,538,1
35.91,19.64,95,1
22.71,15.92,466,1
39.83,44.74,982,1
48.85,35.16,237,1
17.2,24.42,680,0
36.64,7.0,354,1
46.78,12.66,631,1
35.88,16.95,194,1
35.65,24.49,295,1
15.07,24.89,840,0
29.08,5.99,726,1
30.31,42.73,115,0
36.51,26.71,387,1
49.86,5.79,535,1
6.51,33.05,397,0
7.94,7.85,575,1
8.51,33.85,816,0
38.43,33.06,263,1
11.14,44.4,946,0
33.01,18.68,668,1
19.61,10.77,859,1
25.58,8.67,416,1
14.7,7.87,986,1
43.97,37.41,216,1
31.38,33.74,221,1
47.51,44.04,268,1
30.86,17.37,379,1
10.58,37.12,467,0
12.69,8.72,999,1
49.51,41.16,223,1
37.65,7.07,338,1
7.22,36.52,801,0
36.67,17.29,620,1
23.55,12.25,214,1
18.82,33.18,569,0
11.93,40.84,975,0
42.8,35.57,69,1
7.87,17.52,754,0
18.04,19.14,680,0
18.79,12.57,610,1
12.24,37.96,504,0
27.87,9.28,304,1
5.53,41.13,875,0
18.54,29.05,892,0
47.01,28.55,152,1
18.97,38.51,184,0
21.22,31.7,814,0
26.29,17.17,469,1
30.28,18.98,773,1
41.39,11.92,146,1
13.56,23.56,800,0
44.23,9.41,620,1
39.09,31.12,979,1
37.52,11.77,813,1
8.91,39.56,520,0
5.97,33.02,809,0
31.73,40.66,624,0
43.84,8.48,841,1
31.3,36.94,238,0
14.6,40.23,442,0
9.07,6.78,968,1
36.48,44.96,671,0
37.48,17.03,97,1
12.76,13.47,105,0
6.27,21.6,600,0
23.37,5.35,915,1
31.22,40.44,439,0
36.77,15.74,692,1
41.45,25.86,678,1
32.47,29.94,343,1
9.99,36.64,815,0
35.72,15.01,185,1
49.29,33.69,601,1
45.75,9.71,442,1
44.23,33.17,896,1
18.6,41.77,369,0
38.79,8.4,783,1
43.3,9.67,226,1
35.52,27.29,629,1
16.28,6.86,526,1
47.92,12.5,939,1
25.29,12.61,210,1
10.84,24.25,695,0
9.94,14.94,334,0
34.14,24.02,580,1
24.7,25.85,790,0
9.25,34.23,460,0
38.32,42.84,764,0
40.97,25.15,795,1
37.64,19.2,58,1
14.1,15.35,513,0
36.04,30.39,676,1
5.48,42.72,707,0
18.73,35.59,809,0
22.95,13.24,446,1
42.59,40.73,120,0
22.57,34.42,642,0
5.51,10.12,593,0
20.86,33.51,843,0
27.45,16.57,923,1
47.71,24.66,229,1
47.35,17.01,199,1
13.14,8.36,461,1
13.33,35.74,641,0
12.35,38.15,533,0
40.5,14.28,522,1
5.27,14.59,845,0
10.72,22.2,590,0
29.21,37.46,411,0
16.14,8.09,882,1
9.16,37.35,720,0
21.19,41.91,655,0
17.34,27.46,665,0
28.0,7.42,74,1
49.07,15.78,112,1
10.59,9.46,805,1
21.77,15.37,742,1
46.94,37.47,963,1
44.46,7.23,470,1
22.74,16.35,540,1
36.45,25.68,366,1
8.95,39.96,996,0
37.06,15.0,378,1
48.78,36.13,128,1
29.19,28.34,910,1
27.43,32.05,406,0
13.43,39.47,950,0
33.52,6.06,616,1
31.57,26.19,989,1
34.34,34.89,506,1
6.17,40.38,662,0
29.69,10.31,59,1
31.77,18.66,842,1
14.34,8.14,622,1
14.37,38.4,744,0
17.43,39.29,535,0
37.03,24.34,827,1
32.28,5.83,919,1
43.06,9.09,965,1
18.3,29.97,219,0
46.04,44.3,112,1
38.47,38.55,554,1
22.78,36.92,308,0
9.29,21.72,476,0
16.56,44.41,508,0
48.05,38.0,53,1
18.97,18.43,290,1
19.85,34.94,205,0
13.53,22.3,346,0
41.31,31.42,560,1
17.4,43.8,215,0
19.86,14.86,572,1
23.65,36.8,804,0
24.52,28.61,465,0
23.51,43.0,643,0
27.67,10.38,857,1
41.65,33.79,871,1
41.87,6.49,175,1
40.92,14.86,772,1
9.55,17.83,769,0
40.99,22.29,436,1
10.41,43.61,958,0
10.61,7.7,105,1
47.65,11.76,546,1
41.87,13.12,868,1
29.86,21.96,814,1
44.37,7.43,726,1
49.52,43.62,806,1
32.48,27.39,673,1
32.58,37.53,655,0
38.95,35.9,575,0
15.45,31.43,425,0
12.52,41.18,423,0
39.18,41.1,804,0
20.52,10.11,421,1
11.08,41.08,981,0
19.17,25.96,631,0
21.14,15.72,337,1
48.44,29.34,218,1
36.41,16.24,345,1
28.89,24.16,465,1
48.6,37.66,957,1
45.64,6.29,796,1
28.04,12.32,920,1
45.76,43.26,522,0
23.19,22.8,906,1
15.37,17.13,359,0
15.47,41.93,746,0
34.8,41.45,697,0
27.55,6.77,731,1
34.65,19.5,788,1
35.87,41.51,375,0
6.0,12.19,796,0
7.43,28.13,477,0
28.97,17.83,532,1
13.6,34.46,267,0
33.46,11.33,80,1
29.85,28.84,390,0
31.36,5.0,521,1
18.61,15.1,680,1
33.79,11.49,891,1
42.33,13.39,440,1
49.91,39.42,459,1
42.73,41.59,205,1
30.09,35.2,435,0
13.7,28.6,301,0
35.67,14.23,93,1
47.19,15.99,127,1
14.53,17.4,376,0
16.52,36.08,194,0
11.71,15.12,704,0
38.15,43.94,519,0
23.3,36.86,209,0
7.82,44.99,968,0
44.37,23.37,715,1
30.1,28.57,547,1
19.9,16.22,361,1
20.48,29.15,137,0
18.06,43.96,135,0
25.5,6.22,680,1
20.17,16.57,454,1
29.66,16.25,214,1
39.81,44.29,988,0
35.35,10.31,697,1
18.25,37.49,191,0
28.79,15.98,431,1
42.81,39.42,371,1
8.07,24.51,549,0
8.52,14.69,248,0
30.03,33.39,460,0
33.76,38.66,57,0
14.51,23.81,245,0
38.53,33.56,108,1
34.08,12.26,571,1
46.55,42.5,543,1
12.6,8.86,352,1
38.81,13.88,187,1
8.76,16.53,577,0
30.44,11.11,308,1
29.84,21.27,712,1
22.48,23.31,563,0
43.01,25.74,114,1
5.2,6.63,764,0
28.41,13.76,673,1
14.77,37.31,368,0
38.46,37.42,875,1
6.94,18.2,598,0
42.42,23.45,238,1
42.71,12.34,939,1
42.48,37.89,837,1
11.87,43.27,365,0
33.37,16.65,838,1
5.65,36.28,687,0
43.16,19.1,399,1
37.53,5.11,458,1
28.9,28.99,96,0
37.88,21.42,898,1
9.24,35.34,601,0
28.79,34.95,484,0
18.11,42.84,392,0
48.77,22.51,285,1
43.57,24.3,198,1
38.0,21.02,312,1
47.02,16.88,951,1
20.61,30.51,755,0
45.54,38.12,820,1
19.64,11.31,474,1
37.98,44.27,301,0
38.14,32.35,700,1
5.83,36.2,199,0
21.25,44.95,483,0
5.87,25.16,300,0
49.87,7.85,353,1
10.5,36.61,102,0
29.43,39.83,219,0
40.58,11.5,58,1
14.06,5.97,901,1
26.83,10.43,819,1
32.33,17.96,547,1
12.21,41.97,880,0
40.03,5.1,257,1
18.47,37.15,395,0
14.5,39.19,805,0
30.12,37.44,840,0
23.46,8.29,639,1
46.41,32.17,815,1
44.6,43.16,518,0
26.75,9.81,904,1
21.17,6.27,125,1
19.65,39.95,565,0
17.04,30.8,272,0
29.5,30.86,909,0
41.22,43.58,101,0
18.98,35.79,870,0
13.55,20.9,359,0
26.4,22.43,357,1
8.11,10.79,856,0
36.56,17.16,685,1
28.33,22.82,85,1
27.34,15.44,416,1
18.52,41.63,432,0
45.71,5.47,127,1
9.07,28.48,421,0
44.14,35.86,551,1
21.95,34.28,592,0
44.63,30.75,978,1
37.79,21.41,826,1
9.69,41.74,583,0
42.42,18.16,469,1
35.7,35.01,655,1
6.45,42.07,741,0
11.02,10.14,570,1
33.6,42.88,890,0
34.82,36.04,369,1
38.6,29.66,189,1
37.41,19.94,269,1
34.68,41.17,193,0
39.48,6.76,406,1
30.88,22.27,290,1
16.74,35.27,554,0
46.06,37.45,826,1
5.82,13.09,723,0
21.5,6.9,400,1
37.8,37.11,297,1
24.22,21.88,56,1
6.12,10.74,209,0
7.97,8.42,994,0
34.19,30.63,156,0
48.42,28.31,359,1
29.83,39.16,137,0
27.8,6.26,987,1
19.32,39.74,651,0
16.55,40.49,786,0
5.94,22.85,395,0
17.28,8.07,306,1
25.21,42.87,805,0
13.91,7.88,837,1
8.93,28.63,471,0
37.3,24.73,417,1
45.26,38.4,61,1
47.15,25.1,748,1
32.81,23.76,796,1
7.37,40.23,519,0
38.34,43.56,867,1
9.95,26.97,680,0
35.14,23.19,824,1
40.07,38.24,775,0
37.66,38.24,204,0
47.83,17.78,639,1
38.22,28.05,810,1
36.19,11.16,318,1
16.78,30.42,965,0
46.61,38.36,377,1
13.08,12.5,415,0
45.72,17.92,323,1
19.07,22.96,235,0
10.86,38.8,885,0
42.2,34.25,328,1
5.11,17.67,117,0
42.44,14.72,794,1
16.8,32.83,947,0
44.81,24.2,477,1
36.12,28.74,135,1
34.98,30.95,548,0
21.44,27.35,739,0
7.67,29.52,876,0
42.35,40.5,93,0
12.69,39.73,114,0
21.75,10.96,937,1
32.02,28.46,467,1
26.7,22.57,464,1
13.94,16.42,703,0
11.33,30.25,357,0
10.55,25.44,929,0
43.84,36.0,708,1
6.42,8.74,415,0
48.97,17.11,78,1
13.93,6.03,297,1
9.96,34.84,159,0
30.96,41.5,872,0
8.6,28.5,789,0
32.11,29.68,335,1
43.28,6.86,508,1
7.16,25.15,527,0
40.99,26.07,364,1
22.75,6.56,135,1
12.18,36.3,614,0
12.92,16.13,371,0
46.34,33.94,344,1
9.98,21.12,586,0
44.01,44.83,862,1
29.49,13.49,569,1
6.76,7.33,913,0
25.9,44.2,669,0
41.79,14.75,248,1
37.68,30.41,492,1
27.0,19.98,647,1
43.7,30.59,782,1
10.42,28.84,428,0
45.95,33.29,51,1
43.09,5.74,919,1
36.87,38.45,290,0
41.8,24.15,960,1
29.47,25.75,296,1
35.38,21.44,709,1
30.23,44.58,907,0
20.99,37.06,188,0
30.6,17.46,264,1
16.59,36.32,346,0
24.81,22.48,546,0
17.63,39.8,549,0
10.53,6.23,539,1
19.48,19.22,117,1
43.34,22.19,821,1
22.15,34.77,353,0
38.66,12.29,818,1
12.88,16.45,904,0
24.1,33.96,265,0
10.17,8.07,366,1
11.24,13.04,204,0
32.78,35.13,632,0
32.34,40.02,83,0
14.6,34.15,302,0
26.35,26.09,757,0
43.85,8.96,563,1
12.84,38.09,968,0
5.86,9.96,929,0
34.34,20.4,853,1
7.41,7.02,296,1
49.1,33.39,519,1
32.43,25.14,443,1
26.17,41.3,539,0
24.35,10.55,276,1
30.79,37.77,794,0
9.08,25.43,780,0
46.85,19.64,496,1
33.15,30.74,393,1
13.28,36.62,504,0
30.32,22.61,868,1
11.0,14.31,454,0
5.79,41.63,940,0
33.37,17.52,761,1
34.18,44.93,547,0
31.27,35.69,641,0
13.26,32.51,451,0
32.15,5.5,279,1
7.54,22.94,328,0
32.42,25.1,489,1
29.93,20.06,989,1
34.49,11.0,997,1
45.3,19.7,918,1
43.27,8.0,164,1
49.13,16.64,454,1
48.93,8.35,798,1
39.75,35.1,583,1
48.04,31.85,190,1
44.03,42.6,879,1
37.74,20.2,789,1
8.39,36.45,380,0
7.21,28.5,119,0
42.69,30.84,495,1
27.03,26.9,122,1
41.66,36.17,453,1
19.08,6.68,494,1
22.89,8.22,815,1
36.51,8.84,920,1
46.19,16.55,201,1
8.95,28.65,509,0
43.77,30.82,987,1
40.69,33.5,340,1
19.2,16.23,728,1
20.98,31.01,650,0
7.09,9.71,268,0
5.71,5.4,731,1
26.47,32.79,882,0
9.3,33.62,829,0
13.73,29.89,306,0
43.1,15.35,254,1
30.7,42.1,728,0
33.51,40.03,345,0
13.44,25.62,695,0
42.29,44.57,206,0
44.06,16.94,480,1
28.55,24.65,739,1
46.07,42.12,629,1
43.02,23.48,584,1
37.91,23.84,313,1
38.03,8.18,662,1
9.74,13.45,563,0
17.19,11.31,803,1
8.01,27.61,309,0
5.39,17.74,868,0
12.12,8.08,710,1
44.62,25.4,870,1
15.79,31.77,587,0
48.66,34.46,793,1
31.88,38.5,975,0
15.68,24.28,722,0
27.37,20.62,711,1
14.86,32.36,567,0
49.28,5.53,645,1
43.13,30.34,504,1
6.18,21.23,335,0
47.65,23.12,156,1
37.45,16.85,794,1
8.71,10.09,874,0
35.18,21.06,57,1
34.11,17.33,962,1
14.85,43.4,412,0
39.13,42.74,141,0
8.92,30.76,721,0
27.03,41.15,353,0
5.45,35.05,570,0
48.59,18.84,93,1
38.82,29.16,308,1
12.15,13.81,861,0
20.38,32.49,867,0
12.23,6.79,277,1
39.5,38.25,353,1
7.65,28.33,824,0
42.82,7.34,59,1
47.4,39.87,530,1
35.45,40.11,383,0
14.58,39.11,305,0
21.2,35.97,195,0
26.48,32.12,82,0
32.21,20.88,551,1
35.09,10.45,651,1
29.94,16.55,369,1
20.81,18.88,600,1
45.09,19.32,561,1
8.66,27.62,233,0
25.98,13.34,483,1
39.9,12.59,642,1
7.74,33.68,668,0
36.74,5.3,461,1
41.89,10.98,115,1
34.74,22.4,921,1
5.58,10.96,150,0
13.11,43.39,145,0
20.4,31.8,464,0
15.52,22.31,423,0
48.32,9.49,885,1
34.32,20.41,404,1
18.36,31.02,401,0
46.84,43.75,828,1
38.33,23.91,554,1
17.81,32.7,422,0
22.05,12.81,584,1
13.97,29.95,736,0
48.7,14.56,109,1
28.28,12.93,456,1
45.32,25.37,920,1
20.59,13.47,169,1
43.74,33.85,980,1
7.42,42.49,514,0
49.19,20.74,613,1
46.04,17.9,866,1
21.34,12.04,517,1
39.86,20.62,412,1
38.85,27.39,931,1
45.56,19.92,81,1
18.83,29.92,809,0
25.95,31.5,215,0
43.92,8.91,95,1
40.04,32.91,502,1
22.71,41.01,896,0
43.06,6.05,623,1
7.11,27.05,721,0
40.19,29.15,147,1
14.3,33.39,75,0
17.88,20.43,420,0
27.19,37.75,448,0
25.24,26.6,890,1
28.43,21.36,560,1
29.51,33.77,118,0
19.92,42.1,915,0
12.89,37.48,838,0
39.58,42.23,756,1
23.0,15.64,207,1
27.76,9.74,182,1
34.01,26.37,943,1
45.93,6.78,777,1
36.84,31.98,229,1
7.05,14.6,65,0
42.74,23.17,695,1
49.52,31.22,217,1
26.26,24.32,203,1
48.63,14.44,541,1
29.63,40.21,361,0
25.68,35.58,178,0
19.91,29.04,747,0
34.59,32.94,901,1
15.34,21.61,231,0
9.72,20.04,799,0
